Date,AAPL,AMZN,BAC,GOOGL,JPM,MA,META,MSFT,TSLA,V,z_score,coint_p_vals,cp_day,locked_down,position
2021-01-20,128.176025390625,163.16900634765625,28.352428436279297,93.17727661132812,118.59485626220703,324.3816223144531,265.15155029296875,213.9060821533203,283.48333740234375,197.48764038085938,0.7774343113812778,0.7555311543215089,46.0,False,-1.0
2021-01-21,132.87474060058594,165.34950256347656,27.852710723876953,93.37947845458984,117.60054779052734,323.9264221191406,270.4946594238281,214.50680541992188,281.663330078125,196.65362548828125,0.058759332518851196,0.7437224678485302,47.0,False,-1.0
2021-01-22,135.01052856445312,164.6114959716797,27.659839630126953,93.79629516601562,116.69345092773438,318.647705078125,272.11041259765625,215.44117736816406,282.21331787109375,193.66270446777344,-0.797097638576146,0.8046355112600865,48.0,False,0.0
2021-01-25,138.7481231689453,164.6999969482422,27.317928314208984,93.88153076171875,115.23685455322266,318.84149169921875,275.5898742675781,218.854736328125,293.6000061035156,192.66575622558594,-1.6094859876008674,0.7996312575267726,49.0,False,0.0
2021-01-26,138.98114013671875,166.30650329589844,27.125051498413086,94.55902099609375,114.765869140625,317.3983154296875,279.59466552734375,221.52447509765625,294.36334228515625,193.65313720703125,1.1101828900606507,0.8520059743830523,50.0,False,1.0
2021-01-27,137.9132080078125,161.62899780273438,26.151912689208984,90.14765167236328,111.521240234375,305.5721130371094,269.77099609375,222.0679931640625,288.0533447265625,186.90431213378906,0.45814828096635585,0.7293611024320276,51.0,False,-1.0
2021-01-28,133.08831787109375,161.88099670410156,26.581497192382812,91.84557342529297,113.48371124267578,314.08575439453125,262.6931457519531,227.81753540039062,278.4766540527344,190.01991271972656,-0.5350815884876144,0.6742013515955646,52.0,False,-1.0
2021-01-29,128.10809326171875,160.30999755859375,25.994108200073242,90.56494140625,112.22772216796875,306.3470764160156,256.0812072753906,221.17169189453125,264.510009765625,185.25550842285156,-0.2616525467875714,0.599929139315778,53.0,False,-1.0
2021-02-01,130.22439575195312,167.1439971923828,26.265884399414062,93.82157135009766,113.05632019042969,311.4512634277344,259.7292175292969,228.50399780273438,279.9366760253906,190.1541290283203,1.6119390865718655,0.5847482461094488,54.0,False,-1.0
2021-02-02,131.0496368408203,169.0,27.203956604003906,95.11261749267578,116.53643035888672,323.85858154296875,264.7550048828125,228.37054443359375,290.92999267578125,194.22825622558594,-1.0298928249367865,0.5153787674037501,55.0,False,-1.0
2021-02-03,130.03025817871094,165.62649536132812,27.686141967773438,102.03919982910156,117.87091064453125,322.35736083984375,264.32879638671875,231.69821166992188,284.89666748046875,193.03001403808594,-0.8030779861741211,0.32505092911239164,56.0,False,1.0
2021-02-04,133.37954711914062,166.5500030517578,28.492698669433594,101.77900695800781,120.58350372314453,330.115478515625,264.1701965332031,230.7542724609375,283.3299865722656,200.5936279296875,1.4180356254390445,0.24852703533547948,57.0,False,1.0
2021-02-05,132.96633911132812,167.6074981689453,28.37873077392578,103.52352142333984,120.34801483154297,328.1008605957031,265.76617431640625,230.93544006347656,284.07666015625,200.13345336914062,1.252199211129232,0.14519024609223857,58.0,False,-1.0
2021-02-08,133.11219787597656,166.14700317382812,29.009958267211914,103.30992889404297,122.23200225830078,326.4350280761719,264.2593994140625,231.19290161132812,287.8066711425781,198.3312530517578,0.5937730276972921,0.05849689574108697,59.0,False,-1.0
2021-02-09,132.23715209960938,165.25,28.887208938598633,102.85745239257812,121.74357604980469,322.9578552246094,267.10443115234375,232.4324188232422,283.1533203125,197.97654724121094,1.1362940349399793,0.10013711453511354,60.0,False,-1.0
2021-02-10,131.6343536376953,164.32899475097656,28.91351890563965,103.40707397460938,121.81336212158203,323.7035827636719,269.50341796875,231.52662658691406,268.2733459472656,197.89988708496094,0.6688987531210012,0.1682592286216658,61.0,False,-1.0
2021-02-11,131.3815460205078,163.10650634765625,28.825847625732422,103.51956939697266,121.47318267822266,332.0914306640625,268.0362243652344,233.11895751953125,270.5533447265625,202.2588348388672,0.03740772931469727,0.19481385639232407,62.0,False,-1.0
2021-02-12,131.61489868164062,163.885498046875,29.255430221557617,103.83081817626953,123.20016479492188,330.2802429199219,268.1452941894531,233.59568786621094,272.0400085449219,201.5867462158203,0.4167269508718425,0.1715289067252183,63.0,False,0.0
2021-02-16,129.495361328125,163.44749450683594,30.04446029663086,104.607421875,126.1656723022461,330.4835510253906,271.5850830078125,232.3656463623047,265.40667724609375,199.60885620117188,-1.6155586741710348,0.05440736565001963,64.0,False,0.0
2021-02-17,127.21056365966797,165.4320068359375,30.167192459106445,104.99994659423828,126.5582504272461,326.7254638671875,271.1885681152344,233.37872314453125,266.04998779296875,199.23440551757812,0.1834912686443903,0.022653783464717414,65.0,False,1.0
2021-02-18,126.11190032958984,166.4114990234375,29.974321365356445,104.36507415771484,126.98554229736328,327.82000732421875,267.0449523925781,232.9868621826172,262.4599914550781,201.0010528564453,1.2453855864783563,0.021654270802760365,66.0,False,0.0
2021-02-19,126.26746368408203,162.4949951171875,30.28116798400879,103.52254486083984,129.10504150390625,322.6962585449219,259.2830810546875,230.29183959960938,260.4333190917969,196.56532287597656,-0.18963150181947083,0.014409351850196265,67.0,False,-1.0
2021-02-22,122.50482177734375,159.03700256347656,30.815948486328125,101.81023406982422,130.31748962402344,329.9508972167969,258.06378173828125,224.1180877685547,238.1666717529297,200.01210021972656,-0.5510980667953695,0.008090024024726288,68.0,False,0.0
2021-02-23,122.36870574951172,159.72500610351562,31.140323638916016,102.10064697265625,131.3640899658203,339.4040832519531,263.545654296875,222.93301391601562,232.94667053222656,203.65098571777344,-1.2259273432711344,0.5583701395863829,69.0,False,0.0
2021-02-24,121.87284851074219,157.97650146484375,31.8942928314209,103.27474212646484,133.67543029785156,355.77276611328125,262.0091552734375,224.15628051757812,247.33999633789062,210.67906188964844,-1.4006886728055274,0.031548051373627935,70.0,False,1.0
2021-02-25,117.63379669189453,152.85800170898438,31.49977684020996,99.91156005859375,131.8612060546875,343.423583984375,252.472900390625,218.84271240234375,227.4066619873047,205.2255859375,-0.4947512690364288,0.09861686735863345,71.0,False,1.0
2021-02-26,117.89630126953125,154.64649963378906,30.43021011352539,100.20693969726562,128.36367797851562,342.7262268066406,255.37738037109375,222.0824737548828,225.1666717529297,203.91981506347656,-0.7676530423196286,0.08242204201084447,72.0,False,1.0
2021-03-01,124.24517822265625,157.3070068359375,31.377042770385742,102.5734634399414,131.26808166503906,351.4917297363281,262.6039733886719,226.4404296875,239.47666931152344,207.99073791503906,-0.37306526954476055,0.14829591273905096,73.0,False,1.0
2021-03-02,121.64925384521484,154.72650146484375,31.14909553527832,102.31673431396484,130.84072875976562,351.414306640625,256.745361328125,223.5064239501953,228.81333923339844,207.16497802734375,-1.059627866880668,0.1583226308784213,74.0,False,1.0
2021-03-03,118.67413330078125,150.25,31.92935562133789,99.68655395507812,133.3701629638672,348.92498779296875,253.18663024902344,217.47607421875,217.73333740234375,206.28170776367188,0.27689429787213393,0.07086194537072234,75.0,False,1.0
2021-03-04,116.79766845703125,148.8784942626953,32.15843200683594,100.80267333984375,131.3204803466797,338.512939453125,255.39723205566406,216.682861328125,207.14666748046875,203.06532287597656,1.8257750433371411,0.3871502630794792,76.0,False,1.0
2021-03-05,118.0518798828125,150.0229949951172,32.53729248046875,103.93190002441406,131.62574768066406,349.5352478027344,261.9793701171875,221.33702087402344,199.31666564941406,206.8193817138672,0.19542296672751647,0.2701182027433931,77.0,False,-1.0
2021-03-08,113.13224792480469,147.59750366210938,32.713497161865234,99.49276733398438,133.3701629638672,359.6567687988281,253.0875244140625,217.31358337402344,187.6666717529297,211.48556518554688,0.37082127395068193,0.3028128100330225,78.0,False,0.0
2021-03-09,117.73102569580078,153.1425018310547,31.999847412109375,101.12132263183594,132.42820739746094,364.6835632324219,263.4267272949219,223.42044067382812,224.52667236328125,211.57199096679688,-1.3191674925154813,0.3093096575831014,79.0,False,0.0
2021-03-10,116.65181732177734,152.8820037841797,32.92495346069336,100.91465759277344,135.30648803710938,369.70068359375,262.593994140625,222.12071228027344,222.68666076660156,214.26991271972656,-0.3876077147169514,0.28374136779959064,80.0,False,1.0
2021-03-11,118.57686614990234,155.67950439453125,32.81040954589844,104.10387420654297,134.60000610351562,372.29644775390625,271.495849609375,226.62197875976562,233.1999969482422,217.1310577392578,1.1597103990102542,0.4388212328937755,81.0,False,1.0
2021-03-12,117.6727066040039,154.47450256347656,33.427146911621094,101.59910583496094,136.19613647460938,370.6789855957031,266.06353759765625,225.3031768798828,231.2433319091797,215.41241455078125,0.45873163864190575,0.10355572185972178,82.0,False,-1.0
2021-03-15,120.55056762695312,154.08399963378906,33.25975036621094,101.81915283203125,135.51583862304688,369.75872802734375,271.36700439453125,224.40475463867188,235.97999572753906,214.3659210205078,0.05077075802912534,0.14799225602746702,83.0,False,-1.0
2021-03-16,122.08674621582031,154.59300231933594,33.162837982177734,103.27871704101562,133.89352416992188,370.359375,276.84881591796875,227.17630004882812,225.6266632080078,215.7388916015625,1.0460849739191211,0.4504902464668651,84.0,False,0.0
2021-03-17,121.29924011230469,156.7864990234375,33.435970306396484,103.19593811035156,135.27159118652344,366.7756652832031,281.53765869140625,226.53598022460938,233.93666076660156,214.12586975097656,0.9262196384399923,0.22921672380266145,85.0,False,-1.0
2021-03-18,117.18656158447266,151.39950561523438,34.3082160949707,100.17869567871094,137.5045166015625,355.4627685546875,276.1945495605469,220.49603271484375,217.72000122070312,211.86000061035156,1.8088921608790403,0.0034388085835140698,270.0,False,-1.0
2021-03-19,116.66152954101562,153.7480010986328,33.94696807861328,100.45722198486328,135.315185546875,345.3026123046875,287.5845031738281,220.1424560546875,218.2899932861328,198.6487579345703,-1.8863717210128406,0.5835936000039673,87.0,True,-1.0
2021-03-22,119.96721649169922,155.5435028076172,33.18045425415039,100.64207458496094,131.67808532714844,347.13311767578125,290.984619140625,225.53250122070312,223.3333282470703,199.7048797607422,-1.1725860048041858,6.90089813999889e-06,88.0,False,0.0
2021-03-23,119.14080810546875,156.875,32.510860443115234,101.1694107055664,130.36105346679688,344.1015625,288.10003662109375,227.05203247070312,220.72000122070312,199.84890747070312,-0.5988153138135,0.21765499639000274,89.0,False,1.0
2021-03-24,116.75875854492188,154.35350036621094,32.510860443115234,100.73328399658203,131.372802734375,348.34393310546875,279.6839294433594,225.02597045898438,210.08999633789062,199.7720947265625,-0.6810839173641909,0.2415994009739627,90.0,False,1.0
2021-03-25,117.24488067626953,152.31300354003906,33.18045425415039,100.72980499267578,133.05615234375,347.094482421875,276.31353759765625,222.0442352294922,213.4633331298828,199.6761016845703,-0.31986153861789846,0.8770341172426697,91.0,False,1.0
2021-03-26,117.84768676757812,152.60150146484375,34.079132080078125,100.3467025756836,135.27159118652344,354.62982177734375,280.5563049316406,226.0007781982422,206.23666381835938,205.0143280029297,1.795814971015969,0.6450579212182499,92.0,False,1.0
2021-03-29,118.02268981933594,153.7864990234375,33.753143310546875,101.39044952392578,133.1695098876953,351.50140380859375,288.2884216308594,224.8157501220703,203.76333618164062,205.95523071289062,1.6841472779458229,0.7147408576844472,277.0,False,-1.0
2021-03-30,116.57402801513672,152.76449584960938,34.352256774902344,101.42414855957031,134.73951721191406,346.93951416015625,285.492919921875,221.57594299316406,211.8733367919922,203.4493408203125,0.9794553356293199,0.3120688090055064,278.0,False,-1.0
2021-03-31,118.7616195678711,154.70399475097656,34.08793640136719,102.21959686279297,132.77708435058594,344.8570251464844,291.966064453125,225.322265625,222.64332580566406,203.2860870361328,0.9426458313274239,0.30080032315701655,279.0,False,-1.0
2021-04-01,119.58805084228516,158.0500030517578,34.792781829833984,105.55303192138672,134.0679931640625,351.8790588378906,296.06011962890625,231.61068725585938,220.5833282470703,208.21151733398438,1.306995745867421,0.3597753342270076,5.0,True,-1.0
2021-04-05,122.4075927734375,161.3365020751953,35.06591033935547,109.97284698486328,134.778564453125,356.7413635253906,306.22088623046875,238.0328826904297,230.35000610351562,210.3046112060547,1.1740096120464678,0.31302938673443115,6.0,True,0.0
2021-04-06,122.7090072631836,161.1909942626953,34.96898651123047,109.49209594726562,133.83103942871094,357.9520263671875,303.5939636230469,236.8765106201172,230.5399932861328,209.93016052246094,0.43339875691824814,0.2220849928281063,7.0,True,0.0
2021-04-07,124.35212707519531,163.96949768066406,35.286170959472656,110.967529296875,135.92796325683594,359.4145812988281,310.3645324707031,238.82614135742188,223.6566619873047,210.5254364013672,0.17492853488085147,0.280475830228996,8.0,True,0.0
2021-04-08,126.7438735961914,164.96499633789062,34.97780227661133,111.53250885009766,136.09463500976562,366.29949951171875,310.2951354980469,242.02764892578125,227.93333435058594,211.8984375,-1.4613715782229244,0.20868932704183996,284.0,True,0.0
2021-04-09,129.3106689453125,168.61000061035156,35.233314514160156,112.53561401367188,137.1123504638672,368.5686340332031,309.7399597167969,244.51243591308594,225.67333984375,213.64584350585938,-0.9267516850017576,0.18175635330444417,285.0,True,0.0
2021-04-12,127.59947204589844,168.96949768066406,35.29498291015625,111.24457550048828,136.8227996826172,368.33587646484375,308.8280029296875,244.5697784423828,233.9933319091797,212.63771057128906,-1.0578526169991689,0.17191868782901593,286.0,True,0.0
2021-04-13,130.7009735107422,170.0,34.64300537109375,111.73075866699219,135.1909637451172,366.6777038574219,307.0635070800781,247.03541564941406,254.10667419433594,212.20565795898438,-0.4849512687950515,0.1359090174718231,287.0,True,0.0
2021-04-14,128.3675537109375,166.64999389648438,35.136390686035156,111.1102523803711,132.66419982910156,366.8619384765625,300.1839294433594,244.26397705078125,244.07666015625,213.12733459472656,0.6788226647371263,0.13332677051356145,288.0,True,0.0
2021-04-15,130.76905822753906,168.95449829101562,34.13199234008789,113.25820922851562,133.5064239501953,374.7845153808594,305.1403503417969,248.00074768066406,246.28334045410156,217.255859375,1.2965725014616463,0.10754755999565807,289.0,True,0.0
2021-04-16,130.4384765625,169.9720001220703,34.493228912353516,113.13430786132812,134.49781799316406,374.47418212890625,303.5146179199219,249.18576049804688,246.5933380126953,217.3806915283203,1.1994296539811369,0.11028974581320283,290.0,True,0.0
2021-04-19,131.0995635986328,168.60049438476562,34.51084518432617,113.48172760009766,133.9275665283203,370.58563232421875,299.60894775390625,247.27432250976562,238.2100067138672,216.78541564941406,1.6249494557392574,0.08916996231128649,291.0,True,0.0
2021-04-20,129.41757202148438,166.7344970703125,33.55048751831055,112.94895935058594,130.962158203125,365.2231750488281,300.01544189453125,246.81570434570312,239.663330078125,214.3755340576172,1.329172073300652,0.024493932576866252,292.0,False,0.0
2021-04-21,129.7967529296875,168.1009979248047,34.11437225341797,112.91625213623047,132.07632446289062,371.497314453125,298.84564208984375,249.0328369140625,248.0399932861328,218.37916564941406,1.2067773410888885,0.18604159637657186,6.0,True,-1.0
2021-04-22,128.28005981445312,165.45199584960938,33.79719161987305,111.63610076904297,129.29515075683594,371.74932861328125,293.9387512207031,245.77395629882812,239.89666748046875,218.4944305419922,0.7984416780708972,0.008791088227037266,7.0,False,0.0
2021-04-23,130.59408569335938,167.04400634765625,34.519657135009766,113.98576354980469,131.76927185058594,375.337158203125,298.5086364746094,249.57754516601562,243.13333129882812,220.82752990722656,0.5893973273616325,0.008752309039198677,8.0,False,0.0
2021-04-26,130.98297119140625,170.4499969482422,34.7222900390625,114.48137664794922,132.0939178466797,375.7348937988281,300.4020080566406,249.95982360839844,246.06666564941406,221.1539764404297,-0.054678403512206764,0.011399156980805578,9.0,False,0.0
2021-04-27,130.66207885742188,170.8715057373047,35.136390686035156,113.54220581054688,132.69924926757812,377.2864074707031,300.92742919921875,250.36126708984375,234.913330078125,220.7410888671875,-2.000880034999444,0.004640617161518103,297.0,False,0.0
2021-04-28,129.87454223632812,172.9250030517578,35.26854705810547,116.91529083251953,133.55911254882812,383.6670837402344,304.4266357421875,243.27960205078125,231.46665954589844,224.13992309570312,-1.5399483058314452,0.0005846630907196263,298.0,False,1.0
2021-04-29,129.77734375,173.5655059814453,36.220088958740234,118.58647918701172,136.156005859375,377.1700744628906,326.6415710449219,241.32041931152344,225.6666717529297,227.41392517089844,1.88713365496903,0.001540166710577019,299.0,False,1.0
2021-04-30,127.81338500976562,173.37100219726562,35.70907974243164,116.64071655273438,134.94528198242188,370.4886474609375,322.2501220703125,241.00511169433594,236.47999572753906,224.2455291748047,1.3528452026349083,0.1518636500305326,300.0,False,-1.0
2021-05-03,128.86338806152344,169.32449340820312,35.735511779785156,116.1242904663086,134.55047607421875,367.9093017578125,319.7718811035156,240.6992645263672,228.3000030517578,223.33343505859375,1.0399783008898682,0.42242251600512426,301.0,False,-1.0
2021-05-04,124.30348205566406,165.593505859375,36.1231689453125,114.32774353027344,136.4104461669922,364.5250244140625,315.5885925292969,236.8096160888672,224.53334045410156,222.7765350341797,1.0158576000461912,0.6250958329403115,302.0,False,-1.0
2021-05-05,124.54656219482422,163.52699279785156,36.46678161621094,114.72124481201172,138.20028686523438,357.96002197265625,312.2777099609375,235.54811096191406,223.64666748046875,220.0690155029297,0.9687639667633259,0.9560544978470318,303.0,False,-1.0
2021-05-06,126.14109802246094,165.31849670410156,37.01303482055664,115.84031677246094,140.9814453125,364.1079406738281,317.2341613769531,238.66363525390625,221.17999267578125,222.09490966796875,-0.09712184800703877,0.9794898843333046,304.0,False,-1.0
2021-05-07,126.81309509277344,164.58050537109375,37.1628303527832,116.56289672851562,141.4640350341797,364.03033447265625,316.3023681640625,241.27267456054688,224.1233367919922,222.86294555664062,0.02315102115515802,0.9583213060704541,305.0,False,0.0
2021-05-10,123.54071807861328,159.52450561523438,37.048274993896484,113.58035278320312,141.44647216796875,355.2447204589844,303.3065185546875,236.22665405273438,209.67999267578125,216.9582061767578,-1.1569595639285812,0.954582579978901,306.0,False,0.0
2021-05-11,122.6252670288086,161.19549560546875,36.62537384033203,112.50538635253906,139.09519958496094,356.476318359375,303.861572265625,235.3187713623047,205.73333740234375,216.4877471923828,-1.6292928745241169,0.9278994935193785,307.0,False,1.0
2021-05-12,119.56715393066406,157.5970001220703,36.281768798828125,109.04557037353516,138.1388702392578,345.8191223144531,299.9162902832031,228.4091033935547,196.6300048828125,211.83120727539062,-1.2544613732114045,0.8861434672231239,308.0,False,1.0
